縣市,統計期,業者名稱,類別,基地臺
臺東縣,1120131,亞太電信股份有限公司,4G,151
臺東縣,1120131,台灣之星電信股份有限公司,4G,292
臺南市,1120131,遠傳電信股份有限公司,4G,1596
臺南市,1120131,台灣之星電信股份有限公司,4G,1309
臺南市,1120131,台灣大哥大股份有限公司,4G,1849
臺南市,1120131,中華電信股份有限公司,4G,2172
臺南市,1120131,亞太電信股份有限公司,4G,873
澎湖縣,1120131,中華電信股份有限公司,4G,196
澎湖縣,1120131,台灣之星電信股份有限公司,4G,75
澎湖縣,1120131,台灣大哥大股份有限公司,4G,174
澎湖縣,1120131,亞太電信股份有限公司,4G,41
澎湖縣,1120131,遠傳電信股份有限公司,4G,161
宜蘭縣,1111231,遠傳電信股份有限公司,5G,320
宜蘭縣,1111231,中華電信股份有限公司,5G,404
宜蘭縣,1111231,亞太電信股份有限公司,4G,203
宜蘭縣,1111231,台灣大哥大股份有限公司,5G,186
宜蘭縣,1111231,遠傳電信股份有限公司,4G,614
宜蘭縣,1111231,台灣大哥大股份有限公司,4G,651
宜蘭縣,1111231,中華電信股份有限公司,4G,987
宜蘭縣,1111231,台灣之星電信股份有限公司,4G,424
宜蘭縣,1111231,台灣之星電信股份有限公司,5G,23
花蓮縣,1111231,台灣大哥大股份有限公司,5G,183
花蓮縣,1111231,中華電信股份有限公司,4G,962
花蓮縣,1111231,台灣之星電信股份有限公司,5G,22
花蓮縣,1111231,遠傳電信股份有限公司,5G,380
花蓮縣,1111231,台灣大哥大股份有限公司,4G,721
花蓮縣,1111231,中華電信股份有限公司,5G,392
花蓮縣,1111231,亞太電信股份有限公司,4G,193
花蓮縣,1111231,遠傳電信股份有限公司,4G,706
花蓮縣,1111231,台灣之星電信股份有限公司,4G,433
金門縣,1111231,中華電信股份有限公司,4G,282
金門縣,1111231,台灣之星電信股份有限公司,4G,47
金門縣,1111231,遠傳電信股份有限公司,4G,139
金門縣,1111231,中華電信股份有限公司,5G,65
金門縣,1111231,台灣大哥大股份有限公司,5G,11
金門縣,1111231,台灣大哥大股份有限公司,4G,132
金門縣,1111231,遠傳電信股份有限公司,5G,45
金門縣,1111231,亞太電信股份有限公司,4G,32
金門縣,1111231,亞太電信股份有限公司,5G,3
南投縣,1111231,遠傳電信股份有限公司,4G,922
南投縣,1111231,台灣之星電信股份有限公司,4G,527
南投縣,1111231,中華電信股份有限公司,5G,430
南投縣,1111231,台灣大哥大股份有限公司,5G,235
南投縣,1111231,亞太電信股份有限公司,4G,307
南投縣,1111231,亞太電信股份有限公司,5G,14
南投縣,1111231,台灣大哥大股份有限公司,4G,863
南投縣,1111231,中華電信股份有限公司,4G,1236
南投縣,1111231,台灣之星電信股份有限公司,5G,25
南投縣,1111231,遠傳電信股份有限公司,5G,374
屏東縣,1111231,中華電信股份有限公司,5G,529
屏東縣,1111231,亞太電信股份有限公司,5G,44
屏東縣,1111231,台灣之星電信股份有限公司,5G,42
屏東縣,1111231,中華電信股份有限公司,4G,1124
屏東縣,1111231,台灣大哥大股份有限公司,5G,267
屏東縣,1111231,台灣大哥大股份有限公司,4G,989
屏東縣,1111231,遠傳電信股份有限公司,5G,442
屏東縣,1111231,台灣之星電信股份有限公司,4G,704
屏東縣,1111231,遠傳電信股份有限公司,4G,1063
屏東縣,1111231,亞太電信股份有限公司,4G,514
苗栗縣,1111231,中華電信股份有限公司,5G,489
苗栗縣,1111231,亞太電信股份有限公司,5G,51
苗栗縣,1111231,台灣之星電信股份有限公司,5G,26
苗栗縣,1111231,中華電信股份有限公司,4G,1355
苗栗縣,1111231,台灣大哥大股份有限公司,4G,887
苗栗縣,1111231,台灣大哥大股份有限公司,5G,257
苗栗縣,1111231,亞太電信股份有限公司,4G,344
苗栗縣,1111231,台灣之星電信股份有限公司,4G,498
苗栗縣,1111231,遠傳電信股份有限公司,4G,985
苗栗縣,1111231,遠傳電信股份有限公司,5G,481
桃園市,1111231,台灣之星電信股份有限公司,4G,1539
桃園市,1111231,亞太電信股份有限公司,4G,1005
桃園市,1111231,中華電信股份有限公司,5G,1313
桃園市,1111231,台灣之星電信股份有限公司,5G,228
桃園市,1111231,中華電信股份有限公司,4G,2128
桃園市,1111231,台灣大哥大股份有限公司,4G,2016
桃園市,1111231,台灣大哥大股份有限公司,5G,880
桃園市,1111231,遠傳電信股份有限公司,5G,1120
桃園市,1111231,遠傳電信股份有限公司,4G,1981
高雄市,1111231,中華電信股份有限公司,5G,1469
高雄市,1111231,亞太電信股份有限公司,4G,1315
高雄市,1111231,台灣大哥大股份有限公司,4G,2518
高雄市,1111231,台灣之星電信股份有限公司,5G,411
高雄市,1111231,台灣大哥大股份有限公司,5G,1158
高雄市,1111231,中華電信股份有限公司,4G,3290
高雄市,1111231,遠傳電信股份有限公司,5G,1314
高雄市,1111231,亞太電信股份有限公司,5G,85
高雄市,1111231,台灣之星電信股份有限公司,4G,1966
高雄市,1111231,遠傳電信股份有限公司,4G,2358
基隆市,1111231,中華電信股份有限公司,5G,221
基隆市,1111231,中華電信股份有限公司,4G,383
基隆市,1111231,亞太電信股份有限公司,4G,221
基隆市,1111231,台灣大哥大股份有限公司,4G,295
基隆市,1111231,台灣之星電信股份有限公司,4G,224
基隆市,1111231,台灣大哥大股份有限公司,5G,119
基隆市,1111231,遠傳電信股份有限公司,4G,354
基隆市,1111231,遠傳電信股份有限公司,5G,179
基隆市,1111231,台灣之星電信股份有限公司,5G,53
連江縣,1111231,台灣大哥大股份有限公司,4G,43
連江縣,1111231,台灣大哥大股份有限公司,5G,3
連江縣,1111231,台灣之星電信股份有限公司,4G,20
連江縣,1111231,亞太電信股份有限公司,4G,12
連江縣,1111231,中華電信股份有限公司,5G,41
連江縣,1111231,遠傳電信股份有限公司,4G,44
連江縣,1111231,中華電信股份有限公司,4G,104
連江縣,1111231,遠傳電信股份有限公司,5G,21
雲林縣,1111231,亞太電信股份有限公司,4G,265
雲林縣,1111231,中華電信股份有限公司,4G,1294
雲林縣,1111231,台灣大哥大股份有限公司,4G,748
雲林縣,1111231,台灣之星電信股份有限公司,4G,460
雲林縣,1111231,亞太電信股份有限公司,5G,12
雲林縣,1111231,台灣之星電信股份有限公司,5G,18
雲林縣,1111231,中華電信股份有限公司,5G,473
雲林縣,1111231,遠傳電信股份有限公司,4G,751
雲林縣,1111231,台灣大哥大股份有限公司,5G,233
雲林縣,1111231,遠傳電信股份有限公司,5G,325
新北市,1111231,中華電信股份有限公司,4G,3097
新北市,1111231,中華電信股份有限公司,5G,1852
新北市,1111231,亞太電信股份有限公司,4G,1529
新北市,1111231,台灣大哥大股份有限公司,4G,2759
新北市,1111231,遠傳電信股份有限公司,4G,2675
新北市,1111231,台灣大哥大股份有限公司,5G,1242
新北市,1111231,台灣之星電信股份有限公司,5G,482
新北市,1111231,台灣之星電信股份有限公司,4G,2329
新北市,1111231,遠傳電信股份有限公司,5G,1550
新竹市,1111231,中華電信股份有限公司,5G,230
新竹市,1111231,中華電信股份有限公司,4G,631
新竹市,1111231,亞太電信股份有限公司,4G,208
新竹市,1111231,台灣大哥大股份有限公司,4G,412
新竹市,1111231,台灣大哥大股份有限公司,5G,214
新竹市,1111231,遠傳電信股份有限公司,4G,558
新竹市,1111231,台灣之星電信股份有限公司,4G,363
新竹市,1111231,台灣之星電信股份有限公司,5G,81
新竹市,1111231,遠傳電信股份有限公司,5G,332
新竹縣,1111231,中華電信股份有限公司,4G,1063
新竹縣,1111231,台灣大哥大股份有限公司,4G,740
新竹縣,1111231,台灣大哥大股份有限公司,5G,224
新竹縣,1111231,中華電信股份有限公司,5G,454
新竹縣,1111231,台灣之星電信股份有限公司,4G,522
新竹縣,1111231,遠傳電信股份有限公司,4G,722
新竹縣,1111231,台灣之星電信股份有限公司,5G,48
新竹縣,1111231,亞太電信股份有限公司,4G,307
新竹縣,1111231,遠傳電信股份有限公司,5G,447
嘉義市,1111231,台灣之星電信股份有限公司,4G,174
嘉義市,1111231,亞太電信股份有限公司,4G,133
嘉義市,1111231,台灣大哥大股份有限公司,5G,127
嘉義市,1111231,遠傳電信股份有限公司,4G,219
嘉義市,1111231,中華電信股份有限公司,4G,343
嘉義市,1111231,遠傳電信股份有限公司,5G,113
嘉義市,1111231,台灣大哥大股份有限公司,4G,269
嘉義市,1111231,中華電信股份有限公司,5G,156
嘉義市,1111231,台灣之星電信股份有限公司,5G,24
嘉義市,1111231,亞太電信股份有限公司,5G,6
嘉義縣,1111231,台灣大哥大股份有限公司,4G,613
嘉義縣,1111231,中華電信股份有限公司,4G,998
嘉義縣,1111231,中華電信股份有限公司,5G,429
嘉義縣,1111231,台灣之星電信股份有限公司,4G,368
嘉義縣,1111231,亞太電信股份有限公司,5G,14
嘉義縣,1111231,台灣大哥大股份有限公司,5G,132
嘉義縣,1111231,台灣之星電信股份有限公司,5G,16
嘉義縣,1111231,亞太電信股份有限公司,4G,233
嘉義縣,1111231,遠傳電信股份有限公司,5G,275
嘉義縣,1111231,遠傳電信股份有限公司,4G,598
彰化縣,1111231,亞太電信股份有限公司,4G,478
彰化縣,1111231,中華電信股份有限公司,5G,757
彰化縣,1111231,台灣之星電信股份有限公司,5G,43
彰化縣,1111231,中華電信股份有限公司,4G,1854
彰化縣,1111231,遠傳電信股份有限公司,5G,509
彰化縣,1111231,台灣之星電信股份有限公司,4G,697
彰化縣,1111231,亞太電信股份有限公司,5G,35
彰化縣,1111231,台灣大哥大股份有限公司,4G,1222
彰化縣,1111231,台灣大哥大股份有限公司,5G,471
彰化縣,1111231,遠傳電信股份有限公司,4G,1152
臺中市,1111231,台灣大哥大股份有限公司,5G,1780
臺中市,1111231,中華電信股份有限公司,4G,4853
臺中市,1111231,中華電信股份有限公司,5G,1834
臺中市,1111231,台灣之星電信股份有限公司,5G,362
臺中市,1111231,亞太電信股份有限公司,4G,1762
臺中市,1111231,台灣大哥大股份有限公司,4G,3595
臺中市,1111231,遠傳電信股份有限公司,4G,3424
臺中市,1111231,亞太電信股份有限公司,5G,139
臺中市,1111231,台灣之星電信股份有限公司,4G,2167
臺中市,1111231,遠傳電信股份有限公司,5G,1713
臺北市,1111231,台灣大哥大股份有限公司,5G,1294
臺北市,1111231,亞太電信股份有限公司,4G,1517
臺北市,1111231,台灣之星電信股份有限公司,4G,1830
臺北市,1111231,中華電信股份有限公司,4G,3020
臺北市,1111231,遠傳電信股份有限公司,4G,2962
臺北市,1111231,遠傳電信股份有限公司,5G,1506
臺北市,1111231,台灣大哥大股份有限公司,4G,2686
臺北市,1111231,中華電信股份有限公司,5G,1687
臺北市,1111231,台灣之星電信股份有限公司,5G,395
臺東縣,1111231,遠傳電信股份有限公司,4G,420
臺東縣,1111231,台灣之星電信股份有限公司,4G,292
臺東縣,1111231,中華電信股份有限公司,4G,649
臺東縣,1111231,台灣大哥大股份有限公司,5G,69
臺東縣,1111231,台灣之星電信股份有限公司,5G,8
臺東縣,1111231,台灣大哥大股份有限公司,4G,463
臺東縣,1111231,中華電信股份有限公司,5G,184
臺東縣,1111231,遠傳電信股份有限公司,5G,153
臺東縣,1111231,亞太電信股份有限公司,4G,151
臺東縣,1111231,亞太電信股份有限公司,5G,15
臺南市,1111231,亞太電信股份有限公司,4G,873
臺南市,1111231,中華電信股份有限公司,5G,978
臺南市,1111231,遠傳電信股份有限公司,5G,862
臺南市,1111231,台灣之星電信股份有限公司,4G,1309
臺南市,1111231,中華電信股份有限公司,4G,2162
臺南市,1111231,台灣之星電信股份有限公司,5G,221
臺南市,1111231,亞太電信股份有限公司,5G,60
臺南市,1111231,台灣大哥大股份有限公司,4G,1851
臺南市,1111231,遠傳電信股份有限公司,4G,1599
臺南市,1111231,台灣大哥大股份有限公司,5G,807
澎湖縣,1111231,台灣大哥大股份有限公司,5G,25
澎湖縣,1111231,中華電信股份有限公司,5G,81
澎湖縣,1111231,亞太電信股份有限公司,4G,41
澎湖縣,1111231,亞太電信股份有限公司,5G,6
澎湖縣,1111231,遠傳電信股份有限公司,5G,20
澎湖縣,1111231,台灣大哥大股份有限公司,4G,174
澎湖縣,1111231,中華電信股份有限公司,4G,196
澎湖縣,1111231,台灣之星電信股份有限公司,4G,75
澎湖縣,1111231,遠傳電信股份有限公司,4G,161
澎湖縣,1111231,台灣之星電信股份有限公司,5G,1
宜蘭縣,1111130,台灣之星電信股份有限公司,4G,423
宜蘭縣,1111130,中華電信股份有限公司,4G,981
宜蘭縣,1111130,遠傳電信股份有限公司,4G,612
宜蘭縣,1111130,台灣大哥大股份有限公司,4G,650
宜蘭縣,1111130,亞太電信股份有限公司,4G,205
花蓮縣,1111130,台灣大哥大股份有限公司,4G,714
花蓮縣,1111130,台灣之星電信股份有限公司,4G,430
花蓮縣,1111130,中華電信股份有限公司,4G,955
花蓮縣,1111130,遠傳電信股份有限公司,4G,701
花蓮縣,1111130,亞太電信股份有限公司,4G,193
金門縣,1111130,台灣之星電信股份有限公司,4G,47
金門縣,1111130,台灣大哥大股份有限公司,4G,130
金門縣,1111130,中華電信股份有限公司,4G,281
金門縣,1111130,亞太電信股份有限公司,4G,32
金門縣,1111130,遠傳電信股份有限公司,4G,139
南投縣,1111130,中華電信股份有限公司,4G,1231
南投縣,1111130,台灣大哥大股份有限公司,4G,858
南投縣,1111130,亞太電信股份有限公司,4G,307
南投縣,1111130,台灣之星電信股份有限公司,4G,527
南投縣,1111130,遠傳電信股份有限公司,4G,917
屏東縣,1111130,亞太電信股份有限公司,4G,506
屏東縣,1111130,台灣大哥大股份有限公司,4G,987
屏東縣,1111130,中華電信股份有限公司,4G,1125
屏東縣,1111130,台灣之星電信股份有限公司,4G,704
屏東縣,1111130,遠傳電信股份有限公司,4G,1058
苗栗縣,1111130,台灣大哥大股份有限公司,4G,887
苗栗縣,1111130,台灣之星電信股份有限公司,4G,498
苗栗縣,1111130,中華電信股份有限公司,4G,1356
苗栗縣,1111130,遠傳電信股份有限公司,4G,984
苗栗縣,1111130,亞太電信股份有限公司,4G,344
桃園市,1111130,台灣之星電信股份有限公司,4G,1542
桃園市,1111130,中華電信股份有限公司,4G,2125
桃園市,1111130,亞太電信股份有限公司,4G,1075
桃園市,1111130,台灣大哥大股份有限公司,4G,1999
桃園市,1111130,遠傳電信股份有限公司,4G,1981
高雄市,1111130,台灣大哥大股份有限公司,4G,2513
高雄市,1111130,亞太電信股份有限公司,4G,1300
高雄市,1111130,中華電信股份有限公司,4G,3271
高雄市,1111130,台灣之星電信股份有限公司,4G,1966
高雄市,1111130,遠傳電信股份有限公司,4G,2354
基隆市,1111130,亞太電信股份有限公司,4G,232
基隆市,1111130,台灣之星電信股份有限公司,4G,224
基隆市,1111130,台灣大哥大股份有限公司,4G,292
基隆市,1111130,中華電信股份有限公司,4G,375
基隆市,1111130,遠傳電信股份有限公司,4G,354
連江縣,1111130,中華電信股份有限公司,4G,100
連江縣,1111130,台灣之星電信股份有限公司,4G,20
連江縣,1111130,台灣大哥大股份有限公司,4G,42
連江縣,1111130,遠傳電信股份有限公司,4G,44
連江縣,1111130,亞太電信股份有限公司,4G,12
雲林縣,1111130,台灣大哥大股份有限公司,4G,747
雲林縣,1111130,遠傳電信股份有限公司,4G,751
雲林縣,1111130,中華電信股份有限公司,4G,1294
雲林縣,1111130,台灣之星電信股份有限公司,4G,460
雲林縣,1111130,亞太電信股份有限公司,4G,265
新北市,1111130,台灣大哥大股份有限公司,4G,2754
新北市,1111130,中華電信股份有限公司,4G,3063
新北市,1111130,遠傳電信股份有限公司,4G,2674
新北市,1111130,台灣之星電信股份有限公司,4G,2328
新北市,1111130,亞太電信股份有限公司,4G,1641
新竹市,1111130,亞太電信股份有限公司,4G,208
新竹市,1111130,台灣之星電信股份有限公司,4G,363
新竹市,1111130,遠傳電信股份有限公司,4G,543
新竹市,1111130,中華電信股份有限公司,4G,631
新竹市,1111130,台灣大哥大股份有限公司,4G,412
新竹縣,1111130,台灣大哥大股份有限公司,4G,740
新竹縣,1111130,中華電信股份有限公司,4G,1063
新竹縣,1111130,台灣之星電信股份有限公司,4G,522
新竹縣,1111130,亞太電信股份有限公司,4G,307
新竹縣,1111130,遠傳電信股份有限公司,4G,690
嘉義市,1111130,亞太電信股份有限公司,4G,132
嘉義市,1111130,台灣之星電信股份有限公司,4G,174
嘉義市,1111130,中華電信股份有限公司,4G,343
嘉義市,1111130,遠傳電信股份有限公司,4G,214
嘉義市,1111130,台灣大哥大股份有限公司,4G,270
嘉義縣,1111130,遠傳電信股份有限公司,4G,588
嘉義縣,1111130,台灣大哥大股份有限公司,4G,613
嘉義縣,1111130,亞太電信股份有限公司,4G,228
嘉義縣,1111130,中華電信股份有限公司,4G,998
嘉義縣,1111130,台灣之星電信股份有限公司,4G,368
彰化縣,1111130,中華電信股份有限公司,4G,1854
彰化縣,1111130,亞太電信股份有限公司,4G,479
彰化縣,1111130,台灣大哥大股份有限公司,4G,1223
彰化縣,1111130,遠傳電信股份有限公司,4G,1144
彰化縣,1111130,台灣之星電信股份有限公司,4G,697
臺中市,1111130,遠傳電信股份有限公司,4G,3405
臺中市,1111130,亞太電信股份有限公司,4G,1762
臺中市,1111130,中華電信股份有限公司,4G,4863
臺中市,1111130,台灣大哥大股份有限公司,4G,3591
臺中市,1111130,台灣之星電信股份有限公司,4G,2167
臺北市,1111130,中華電信股份有限公司,4G,3015
臺北市,1111130,台灣大哥大股份有限公司,4G,2687
臺北市,1111130,亞太電信股份有限公司,4G,1596
臺北市,1111130,台灣之星電信股份有限公司,4G,1825
臺北市,1111130,遠傳電信股份有限公司,4G,2951
臺東縣,1111130,台灣大哥大股份有限公司,4G,463
臺東縣,1111130,遠傳電信股份有限公司,4G,419
臺東縣,1111130,中華電信股份有限公司,4G,651
臺東縣,1111130,台灣之星電信股份有限公司,4G,292
臺東縣,1111130,亞太電信股份有限公司,4G,151
臺南市,1111130,台灣大哥大股份有限公司,4G,1826
臺南市,1111130,台灣之星電信股份有限公司,4G,1309
臺南市,1111130,中華電信股份有限公司,4G,2165
臺南市,1111130,亞太電信股份有限公司,4G,869
臺南市,1111130,遠傳電信股份有限公司,4G,1595
澎湖縣,1111130,台灣之星電信股份有限公司,4G,75
澎湖縣,1111130,台灣大哥大股份有限公司,4G,174
澎湖縣,1111130,遠傳電信股份有限公司,4G,161
澎湖縣,1111130,亞太電信股份有限公司,4G,41
澎湖縣,1111130,中華電信股份有限公司,4G,196
宜蘭縣,1111031,台灣大哥大股份有限公司,4G,650
宜蘭縣,1111031,遠傳電信股份有限公司,4G,612
宜蘭縣,1111031,台灣之星電信股份有限公司,4G,424
宜蘭縣,1111031,亞太電信股份有限公司,4G,194
宜蘭縣,1111031,中華電信股份有限公司,4G,981
花蓮縣,1111031,台灣大哥大股份有限公司,4G,715
花蓮縣,1111031,亞太電信股份有限公司,4G,184
花蓮縣,1111031,遠傳電信股份有限公司,4G,677
花蓮縣,1111031,中華電信股份有限公司,4G,955
花蓮縣,1111031,台灣之星電信股份有限公司,4G,433
金門縣,1111031,台灣大哥大股份有限公司,4G,134
金門縣,1111031,中華電信股份有限公司,4G,281
金門縣,1111031,遠傳電信股份有限公司,4G,139
金門縣,1111031,台灣之星電信股份有限公司,4G,47
金門縣,1111031,亞太電信股份有限公司,4G,32
南投縣,1111031,台灣大哥大股份有限公司,4G,856
南投縣,1111031,遠傳電信股份有限公司,4G,917
南投縣,1111031,亞太電信股份有限公司,4G,314
南投縣,1111031,台灣之星電信股份有限公司,4G,527
南投縣,1111031,中華電信股份有限公司,4G,1230
屏東縣,1111031,台灣之星電信股份有限公司,4G,704
屏東縣,1111031,遠傳電信股份有限公司,4G,1049
屏東縣,1111031,中華電信股份有限公司,4G,1127
屏東縣,1111031,台灣大哥大股份有限公司,4G,987
屏東縣,1111031,亞太電信股份有限公司,4G,506
苗栗縣,1111031,中華電信股份有限公司,4G,1356
苗栗縣,1111031,台灣之星電信股份有限公司,4G,498
苗栗縣,1111031,遠傳電信股份有限公司,4G,984
苗栗縣,1111031,亞太電信股份有限公司,4G,355
苗栗縣,1111031,台灣大哥大股份有限公司,4G,887
桃園市,1111031,中華電信股份有限公司,4G,2123
桃園市,1111031,台灣之星電信股份有限公司,4G,1542
桃園市,1111031,亞太電信股份有限公司,4G,1015
桃園市,1111031,台灣大哥大股份有限公司,4G,1998
桃園市,1111031,遠傳電信股份有限公司,4G,1958
高雄市,1111031,亞太電信股份有限公司,4G,1300
高雄市,1111031,台灣之星電信股份有限公司,4G,1966
高雄市,1111031,台灣大哥大股份有限公司,4G,2515
高雄市,1111031,中華電信股份有限公司,4G,3268
高雄市,1111031,遠傳電信股份有限公司,4G,2345
基隆市,1111031,台灣之星電信股份有限公司,4G,224
基隆市,1111031,中華電信股份有限公司,4G,375
基隆市,1111031,台灣大哥大股份有限公司,4G,288
基隆市,1111031,亞太電信股份有限公司,4G,219
基隆市,1111031,遠傳電信股份有限公司,4G,350
連江縣,1111031,台灣大哥大股份有限公司,4G,42
連江縣,1111031,中華電信股份有限公司,4G,97
連江縣,1111031,遠傳電信股份有限公司,4G,44
連江縣,1111031,台灣之星電信股份有限公司,4G,20
連江縣,1111031,亞太電信股份有限公司,4G,1
雲林縣,1111031,中華電信股份有限公司,4G,1294
雲林縣,1111031,亞太電信股份有限公司,4G,274
雲林縣,1111031,台灣之星電信股份有限公司,4G,460
雲林縣,1111031,台灣大哥大股份有限公司,4G,746
雲林縣,1111031,遠傳電信股份有限公司,4G,751
新北市,1111031,台灣大哥大股份有限公司,4G,2757
新北市,1111031,台灣之星電信股份有限公司,4G,2329
新北市,1111031,亞太電信股份有限公司,4G,1563
新北市,1111031,中華電信股份有限公司,4G,3053
新北市,1111031,遠傳電信股份有限公司,4G,2635
新竹市,1111031,亞太電信股份有限公司,4G,209
新竹市,1111031,中華電信股份有限公司,4G,628
新竹市,1111031,台灣之星電信股份有限公司,4G,363
新竹市,1111031,台灣大哥大股份有限公司,4G,411
新竹市,1111031,遠傳電信股份有限公司,4G,543
新竹縣,1111031,中華電信股份有限公司,4G,1056
新竹縣,1111031,亞太電信股份有限公司,4G,317
新竹縣,1111031,台灣大哥大股份有限公司,4G,733
新竹縣,1111031,台灣之星電信股份有限公司,4G,522
新竹縣,1111031,遠傳電信股份有限公司,4G,690
嘉義市,1111031,亞太電信股份有限公司,4G,132
嘉義市,1111031,台灣大哥大股份有限公司,4G,270
嘉義市,1111031,遠傳電信股份有限公司,4G,214
嘉義市,1111031,中華電信股份有限公司,4G,343
嘉義市,1111031,台灣之星電信股份有限公司,4G,174
嘉義縣,1111031,遠傳電信股份有限公司,4G,588
嘉義縣,1111031,台灣大哥大股份有限公司,4G,615
嘉義縣,1111031,中華電信股份有限公司,4G,998
嘉義縣,1111031,台灣之星電信股份有限公司,4G,368
嘉義縣,1111031,亞太電信股份有限公司,4G,228
彰化縣,1111031,台灣大哥大股份有限公司,4G,1223
彰化縣,1111031,中華電信股份有限公司,4G,1854
彰化縣,1111031,亞太電信股份有限公司,4G,502
彰化縣,1111031,遠傳電信股份有限公司,4G,1144
彰化縣,1111031,台灣之星電信股份有限公司,4G,697
臺中市,1111031,中華電信股份有限公司,4G,4863
臺中市,1111031,亞太電信股份有限公司,4G,1782
臺中市,1111031,台灣大哥大股份有限公司,4G,3584
臺中市,1111031,遠傳電信股份有限公司,4G,3405
臺中市,1111031,台灣之星電信股份有限公司,4G,2167
臺北市,1111031,亞太電信股份有限公司,4G,1530
臺北市,1111031,台灣大哥大股份有限公司,4G,2673
臺北市,1111031,中華電信股份有限公司,4G,3015
臺北市,1111031,台灣之星電信股份有限公司,4G,1830
臺北市,1111031,遠傳電信股份有限公司,4G,2891
臺東縣,1111031,中華電信股份有限公司,4G,652
臺東縣,1111031,台灣大哥大股份有限公司,4G,463
臺東縣,1111031,亞太電信股份有限公司,4G,151
臺東縣,1111031,台灣之星電信股份有限公司,4G,292
臺東縣,1111031,遠傳電信股份有限公司,4G,418
臺南市,1111031,遠傳電信股份有限公司,4G,1595
臺南市,1111031,台灣大哥大股份有限公司,4G,1828
臺南市,1111031,中華電信股份有限公司,4G,2165
臺南市,1111031,亞太電信股份有限公司,4G,869
臺南市,1111031,台灣之星電信股份有限公司,4G,1309
澎湖縣,1111031,台灣大哥大股份有限公司,4G,174
澎湖縣,1111031,亞太電信股份有限公司,4G,41
澎湖縣,1111031,中華電信股份有限公司,4G,196
澎湖縣,1111031,遠傳電信股份有限公司,4G,160
澎湖縣,1111031,台灣之星電信股份有限公司,4G,75
宜蘭縣,1110930,亞太電信股份有限公司,4G,194
宜蘭縣,1110930,中華電信股份有限公司,4G,981
宜蘭縣,1110930,遠傳電信股份有限公司,4G,603
宜蘭縣,1110930,台灣大哥大股份有限公司,4G,650
宜蘭縣,1110930,台灣之星電信股份有限公司,4G,424
花蓮縣,1110930,中華電信股份有限公司,4G,955
花蓮縣,1110930,台灣之星電信股份有限公司,4G,433
花蓮縣,1110930,台灣大哥大股份有限公司,4G,715
花蓮縣,1110930,亞太電信股份有限公司,4G,184
花蓮縣,1110930,遠傳電信股份有限公司,4G,696
金門縣,1110930,遠傳電信股份有限公司,4G,139
金門縣,1110930,台灣之星電信股份有限公司,4G,47
金門縣,1110930,亞太電信股份有限公司,4G,32
金門縣,1110930,台灣大哥大股份有限公司,4G,134
金門縣,1110930,中華電信股份有限公司,4G,281
南投縣,1110930,亞太電信股份有限公司,4G,310
南投縣,1110930,台灣之星電信股份有限公司,4G,527
南投縣,1110930,台灣大哥大股份有限公司,4G,856
南投縣,1110930,中華電信股份有限公司,4G,1231
南投縣,1110930,遠傳電信股份有限公司,4G,913
屏東縣,1110930,台灣大哥大股份有限公司,4G,987
屏東縣,1110930,遠傳電信股份有限公司,4G,1049
屏東縣,1110930,台灣之星電信股份有限公司,4G,704
屏東縣,1110930,中華電信股份有限公司,4G,1127
屏東縣,1110930,亞太電信股份有限公司,4G,506
苗栗縣,1110930,台灣之星電信股份有限公司,4G,498
苗栗縣,1110930,遠傳電信股份有限公司,4G,983
苗栗縣,1110930,亞太電信股份有限公司,4G,342
苗栗縣,1110930,中華電信股份有限公司,4G,1355
苗栗縣,1110930,台灣大哥大股份有限公司,4G,884
桃園市,1110930,中華電信股份有限公司,4G,2121
桃園市,1110930,台灣大哥大股份有限公司,4G,1995
桃園市,1110930,台灣之星電信股份有限公司,4G,1543
桃園市,1110930,亞太電信股份有限公司,4G,1058
桃園市,1110930,遠傳電信股份有限公司,4G,1958
高雄市,1110930,中華電信股份有限公司,4G,3269
高雄市,1110930,台灣之星電信股份有限公司,4G,1963
高雄市,1110930,遠傳電信股份有限公司,4G,2345
高雄市,1110930,台灣大哥大股份有限公司,4G,2515
高雄市,1110930,亞太電信股份有限公司,4G,1299
基隆市,1110930,亞太電信股份有限公司,4G,219
基隆市,1110930,台灣大哥大股份有限公司,4G,285
基隆市,1110930,遠傳電信股份有限公司,4G,349
基隆市,1110930,中華電信股份有限公司,4G,375
基隆市,1110930,台灣之星電信股份有限公司,4G,224
連江縣,1110930,亞太電信股份有限公司,4G,1
連江縣,1110930,遠傳電信股份有限公司,4G,44
連江縣,1110930,台灣大哥大股份有限公司,4G,42
連江縣,1110930,中華電信股份有限公司,4G,97
連江縣,1110930,台灣之星電信股份有限公司,4G,20
雲林縣,1110930,中華電信股份有限公司,4G,1292
雲林縣,1110930,台灣之星電信股份有限公司,4G,460
雲林縣,1110930,亞太電信股份有限公司,4G,268
雲林縣,1110930,台灣大哥大股份有限公司,4G,746
雲林縣,1110930,遠傳電信股份有限公司,4G,751
新北市,1110930,中華電信股份有限公司,4G,3053
新北市,1110930,台灣大哥大股份有限公司,4G,2751
新北市,1110930,亞太電信股份有限公司,4G,1593
新北市,1110930,台灣之星電信股份有限公司,4G,2330
新北市,1110930,遠傳電信股份有限公司,4G,2642
新竹市,1110930,遠傳電信股份有限公司,4G,543
