"Ministry","Area","Agency","Name","Address","Administration","Latitude","Longitude"
"國防部","臺中市","國防部軍醫局","國軍臺中總醫院掛號大廳","411臺中市太平區中山路二段348號","公立醫院","24.1508110","120.7299140"
"國家通訊傳播委員會","臺北市","國家通訊傳播委員會","交通通訊傳播大樓1樓大廳","100臺北市中正區仁愛路一段50號1樓","洽公場所","25.0381135","121.5246775"
"國家通訊傳播委員會","臺中市","國家通訊傳播委員會","國家通訊傳播委員會中區監理處服務中心","408臺中市南屯區黎明路二段660號3樓","洽公場所","24.1589240","120.6340250"
"國家通訊傳播委員會","高雄市","國家通訊傳播委員會","國家通訊傳播委員會南區監理處服務中心","800高雄市新興區錦田路142號1樓","洽公場所","22.6360130","120.3108160"
"教育部","嘉義縣","國立中正大學","國立中正大學圖書館二樓","621嘉義縣民雄鄉大學路一段168號","其他","23.5633520","120.4741340"
"教育部","嘉義縣","國立中正大學","國立中正大學行政大樓","621嘉義縣民雄鄉大學路一段168號","其他","23.5614790","120.4756890"
"教育部","臺北市","國立中正文化中心","國立中正文化中心國家音樂廳售票口左側","100臺北市中正區中山南路21-1號","文教館所","25.0367564","121.5190470"
"教育部","臺北市","國立中正文化中心","國立中正文化中心國家戲劇院福華劇院軒入口處","100臺北市中正區中山南路21-1號","文教館所","25.0367564","121.5190470"
"文化部","臺北市","國立中正紀念堂管理處","國立中正紀念堂管理處堂內","100臺北市中正區中山南路21號","文教館所","25.0367560","121.5190470"
"教育部","臺中市","國立中興大學","國立中興大學行政大樓1樓大廳","402臺中市南區興大路145號","其他","24.1215560","120.6790000"
"教育部","臺中市","國立中興大學","國立中興大學圖書館公共閱覽室","402臺中市南區興大路145號","其他","24.1215560","120.6790000"
"教育部","新竹市","國立交通大學","國立交通大學資訊技術服務中心","300新竹市東區大學路1001號","其他","24.7893970","120.9997900"
"教育部","新竹市","國立交通大學","國立交通大學資訊技術服務中心外小木屋廣場","300新竹市東區大學路1001號","其他","24.7893970","120.9997900"
"教育部","臺南市","國立成功大學","國立成功大學國際會議廳","701臺南市東區大學路1號","其他","22.9975780","120.2155780"
"教育部","臺南市","國立成功大學","國立成功大學圖書館","701臺南市東區大學路1號","其他","22.9999180","120.2199880"
"教育部","臺南市","國立成功大學醫學院附設醫院","國立成功大學附設醫院門診大樓1F大廳","704臺南市北區勝利路138號","公立醫院","23.0018340","120.2207280"
"教育部","臺北市","國立政治大學","國立政治大學行政大樓大廳","116臺北市文山區指南路二段64號行政大樓","其他","24.9863570","121.5751520"
"教育部","臺北市","國立政治大學","國立政治大學圖書館大廳","116臺北市文山區指南路二段64號","其他","24.9874190","121.5761070"
"教育部","高雄市","國立科學工藝博物館","國立科學工藝博物館","807高雄市三民區九如一路720號","文教館所","22.6398880","120.3223770"
"文化部","臺北市","國立國父紀念館","國立國父紀念館臨時辦公室","110臺北市信義區仁愛路四段505號","文教館所","25.0395790","121.5602650"
"教育部","臺北市","國立教育廣播電臺","國立教育廣播電臺","100臺北市中正區南海路45號","文教館所","25.0318695","121.5123708"
"教育部","新竹市","國立清華大學","國立清華大學小吃部","300新竹市東區光復路二段101號","其他","24.7961380","120.9964250"
"教育部","新竹市","國立清華大學","國立清華大學成功湖畔","300新竹市東區光復路二段101號","其他","24.7961380","120.9964250"
"教育部","宜蘭縣","國立陽明交通大學附設醫院","國立陽明交通大學附設醫院-新民院區","260宜蘭縣宜蘭市新民路152號","公立醫院","24.7580360","121.7540930"
"教育部","臺北市","國立臺灣大學醫學院附設醫院","國立臺灣大學附設醫院東址院區1樓大廳","100臺北市中正區中山南路7號","公立醫院","25.0403230","121.5191380"
"文化部","臺東縣","國立臺灣史前文化博物館","國立臺灣史前文化博物館行政入口處","950臺東縣臺東市博物館路1號","文教館所","22.7663267","121.0958434"
"文化部","臺東縣","國立臺灣史前文化博物館","國立臺灣史前文化博物館展廳入口處","950臺東縣臺東市博物館路1號","文教館所","22.7663267","121.0958434"
"教育部","臺北市","國立臺灣科學教育館","國立臺灣科學教育館1F大廳民眾休憩區","111臺北市士林區士商路189號1樓","文教館所","25.0961950","121.5166770"
"教育部","臺北市","國立臺灣科學教育館","國立臺灣科學教育館2F大廳民眾用餐區","111臺北市士林區士商路189號2樓","文教館所","25.0961950","121.5166770"
"教育部","臺北市","國立臺灣藝術教育館","國立臺灣藝術教育館美學空間","100臺北市中正區南海路43號","文教館所","25.0324100","121.5128600"
"文化部","臺北市","國立歷史博物館","國立歷史博物館戶外廣場","100臺北市中正區南海路49號","文教館所","25.0314540","121.5112270"
"教育部","臺北市","國家教育研究院","國家教育研究院1、2樓","106臺北市大安區和平東路一段179-181號","文教館所","25.0264466","121.5328981"
"教育部","臺北市","國家圖書館","國家圖書館閱覽室-5","100臺北市中正區中山南路20號","文教館所","25.0374787","121.5165727"
"教育部","臺北市","教育部","教育部一樓大廳","100臺北市中正區中山南路5號","洽公場所","25.0425483","121.5191835"
"教育部","臺北市","教育部","教育部前門廣場","100臺北市中正區中山南路5號","洽公場所","25.0425483","121.5191835"
"經濟部","新北市","經濟部產業園區管理局","土城產業園區服務中心","236新北市土城區沛坡村三民路4號1樓","洽公場所","24.9631350","121.4207590"
"經濟部","臺中市","經濟部產業園區管理局","大甲幼獅產業園區服務中心","437臺中市大甲區日南里幼獅路36號","洽公場所","24.4047330","120.6519730"
"經濟部","臺中市","經濟部產業園區管理局","大里產業園區服務中心","412臺中市大里區仁化里工業路2號1樓","洽公場所","24.0972159","120.7128860"
"經濟部","基隆市","經濟部產業園區管理局","大武崙(兼瑞芳)產業園區服務中心","204基隆市安樂區武訓街59號","洽公場所","25.1486520","121.6990080"
"經濟部","桃園市","經濟部產業園區管理局","大園產業園區服務中心","337桃園市大園區內海村民生路101號1樓","洽公場所","25.0717510","121.1960960"
"經濟部","臺北市","經濟部產業發展署","經濟部產業發展署1樓","106臺北市大安區信義路三段41-3號","洽公場所","25.0337747","121.5352111"
"經濟部","臺北市","台灣中油股份有限公司","中油公司中油大樓17樓油銷部業務室","110臺北市信義區松仁路3號17樓","洽公場所","25.0395040","121.5691730"
"經濟部","臺北市","台灣中油股份有限公司","中油公司中油大樓1樓會客區","110臺北市信義區松仁路3號1樓","洽公場所","25.0395040","121.5691730"
"經濟部","臺北市","台灣中油股份有限公司","中油公司中油大樓5樓交誼廳","110臺北市信義區松仁路3號5樓","洽公場所","25.0395040","121.5691730"
"經濟部","新竹縣","台灣中油股份有限公司","中油公司竹東服務中心","310新竹縣竹東鎮東寧里北興路一段36號","洽公場所","24.7252080","121.0995160"
"經濟部","苗栗縣","台灣中油股份有限公司","中油公司竹南服務中心","350苗栗縣竹南鎮新南里東平路99號","洽公場所","24.6845489","120.8827130"
"經濟部","苗栗縣","台灣中油股份有限公司","中油公司苗栗服務中心","360苗栗縣苗栗市福星街25號","洽公場所","24.5715441","120.8254250"
"經濟部","新竹市","台灣中油股份有限公司","中油公司新竹服務中心","300新竹市東區大學路8-1號","洽公場所","24.7898150","121.0035690"
"經濟部","雲林縣","經濟部產業園區管理局","斗六產業園區服務中心","640雲林縣斗六市榴南里斗工十路7號2樓","洽公場所","23.7135404","120.5895198"
"經濟部","臺中市","經濟部水利署","水利署中區水資源分署1樓服務台","413臺中市霧峰區峰堤路195號","洽公場所","24.0784690","120.7018410"
"經濟部","臺中市","經濟部水利署","水利署水利規劃試驗所1樓服務台","413臺中市霧峰區中正路1340號","洽公場所","24.0777879","120.7003280"
"經濟部","桃園市","經濟部水利署","石門水庫依山閣遊客服務中心1樓服務台","325桃園市龍潭區大平村二坪34號","旅遊景點","24.8108371","121.2397970"
"經濟部","臺南市","經濟部水利署","水利署南區水資源分署1樓服務台","715臺南市楠西區密枝里70號","洽公場所","23.2207010","120.5000000"
"經濟部","宜蘭縣","經濟部水利署","水利署第一河川分署1樓服務台","260宜蘭縣宜蘭市民權新路6號","洽公場所","24.7509700","121.7521090"
"經濟部","花蓮縣","經濟部水利署","水利署第九河川分署1樓服務台","970花蓮縣花蓮市仁愛街19號","洽公場所","23.9728940","121.6061660"
"經濟部","新北市","經濟部水利署","水利署第十河川分署新大樓1樓服務台","220新北市板橋區四川路二段橋頭1號","洽公場所","24.9948631","121.4525889"
"經濟部","臺中市","經濟部水利署第三河川分署","水利署第三河川分署1樓服務台","413臺中市霧峰區峰堤路191號","洽公場所","24.0794000","120.7033970"
"經濟部","高雄市","經濟部水利署","水利署第六河川分署會客室","820高雄市岡山區鎮柳橋西路15號","洽公場所","22.7902880","120.2874530"
"經濟部","彰化縣","經濟部水利署","水利署第四河川分署1樓服務台","524彰化縣溪州鄉中山路三段640號","洽公場所","23.8541771","120.5000050"
"經濟部","臺中市","經濟部產業園區管理局","台中港關連產業園區服務中心","435臺中市梧棲區自強路280號","洽公場所","24.2372630","120.5231830"
"經濟部","臺南市","經濟部產業園區管理局","台南產業園區服務中心","709臺南市安南區鹽田里五鄰科技五路600號1樓","洽公場所","23.0440553","120.1411358"
"經濟部","臺北市","台灣電力股份有限公司","台電公司北市區處服務中心營業廳","106臺北市大安區基隆路四段75號","洽公場所","25.0124380","121.5389050"
"經濟部","新北市","台灣電力股份有限公司","台電公司北西區處服務中心營業廳","242新北市新莊區化成路135號","洽公場所","25.0476430","121.4653160"
"經濟部","新北市","台灣電力股份有限公司","台電公司北南區處服務中心營業廳","220新北市板橋區縣民大道二段1號8樓","洽公場所","25.0119505","121.4617623"
"經濟部","臺中市","台灣電力股份有限公司","台電公司台中區處服務中心營業廳","400臺中市中區自由路二段86號","洽公場所","24.1416380","120.6840210"
"經濟部","臺東縣","台灣電力股份有限公司","台電公司台東區處服務中心營業廳","950臺東縣臺東市正氣路38號","洽公場所","22.7500630","121.1547180"
"經濟部","臺南市","台灣電力股份有限公司","台電公司台南區處服務中心營業廳","700臺南市中西區忠義路一段109號","洽公場所","22.9880660","120.2017300"
"經濟部","花蓮縣","台灣電力股份有限公司","台電公司玉里服務所營業廳","981花蓮縣玉里鎮光復路104號","洽公場所","23.3314980","121.3145330"
"經濟部","宜蘭縣","台灣電力股份有限公司","台電公司宜蘭區處服務中心營業廳","260宜蘭縣宜蘭市舊城西路111號","洽公場所","24.7600090","121.7503180"
"經濟部","南投縣","台灣電力股份有限公司","台電公司南投區處服務中心營業廳","542南投縣草屯鎮太平路一段42號","洽公場所","23.9564390","120.6810720"
"經濟部","屏東縣","台灣電力股份有限公司","台電公司屏東區處服務中心營業廳","900屏東縣屏東市忠孝路329號","洽公場所","22.6948080","120.4926020"
"經濟部","苗栗縣","台灣電力股份有限公司","台電公司苗栗區處服務中心營業廳","360苗栗縣苗栗市為公路236號","洽公場所","24.5710050","120.8285110"
"經濟部","桃園市","台灣電力股份有限公司","台電公司桃園區處服務中心營業廳","330桃園市桃園區復興路352號","洽公場所","24.9897380","121.3049710"
"經濟部","高雄市","台灣電力股份有限公司","台電公司高雄區處服務中心營業廳","804高雄市鼓山區鼓山二路39號","洽公場所","22.6321930","120.2819310"
"經濟部","基隆市","台灣電力股份有限公司","台電公司基隆區處服務中心營業廳","200基隆市仁愛區仁一路301號","洽公場所","25.1294940","121.7454700"
"經濟部","雲林縣","台灣電力股份有限公司","台電公司雲林區處服務中心營業廳","640雲林縣斗六市明德北路三段39號","洽公場所","23.7124490","120.5327610"
"經濟部","新竹市","台灣電力股份有限公司","台電公司新竹區處服務中心營業廳","300新竹市東區中華路二段400號","洽公場所","24.8031370","120.9730070"
"經濟部","臺南市","台灣電力股份有限公司","台電公司新營區處服務中心營業廳","730臺南市新營區中正路200號","洽公場所","23.3184720","120.3165240"
"經濟部","嘉義市","台灣電力股份有限公司","台電公司嘉義區處服務中心營業廳","600嘉義市東區垂楊路223號","洽公場所","23.4740340","120.4551230"
"經濟部","高雄市","台灣電力股份有限公司","台電公司鳳山區處服務中心營業廳","830高雄市鳳山區青年路一段100號","洽公場所","22.6212060","120.3496320"
"經濟部","臺中市","台灣電力股份有限公司","台電公司豐原分處服務中心營業廳","420臺中市豐原區中正路599號","洽公場所","24.2499420","120.7078930"
"經濟部","臺南市","臺灣糖業股份有限公司","台糖公司福利社","701臺南市東區生產路54號","洽公場所","22.9647210","120.2229190"
"經濟部","彰化縣","臺灣糖業股份有限公司","台糖公司台中區處辦公大樓1樓","514彰化縣溪湖鎮大竹里彰水路二段762號","洽公場所","23.9520361","120.4811950"
"經濟部","臺東縣","臺灣糖業股份有限公司","台糖公司台東區處會議室","950臺東縣臺東市中興路二段191號2樓","洽公場所","22.7672190","121.1296490"
"經濟部","臺南市","臺灣糖業股份有限公司","台糖公司台南區處辦公大樓2樓","741臺南市善化區溪美里310號","洽公場所","23.1546300","120.2900530"
"經濟部","屏東縣","臺灣糖業股份有限公司","台糖公司屏東區處總務課","900屏東縣屏東市復興路245號","洽公場所","22.6622290","120.4882600"
"經濟部","高雄市","臺灣糖業股份有限公司","台灣糖業博物館","825高雄市橋頭區球場路3號","洽公場所","22.7507065","120.3193026"
"經濟部","雲林縣","臺灣糖業股份有限公司","台糖公司雲林區處辦公大樓","632雲林縣虎尾鎮中山路2號","洽公場所","23.7037700","120.4367300"
"經濟部","嘉義縣","臺灣糖業股份有限公司","台糖公司嘉義區處總務課辦公室","615嘉義縣六腳鄉工廠村1號","洽公場所","23.4794460","120.2997170"
"經濟部","臺中市","台灣自來水股份有限公司","自來水公司大里服務所","412臺中市大里區至聖路64號","洽公場所","24.1062610","120.6830470"
"經濟部","桃園市","台灣自來水股份有限公司","自來水公司中壢服務所","324桃園市平鎮區延平路一段26號","洽公場所","24.9528050","121.2208090"
"經濟部","臺東縣","台灣自來水股份有限公司","自來水公司太麻里營運所","963臺東縣太麻里鄉泰和村5鄰南里街22號","洽公場所","22.5997530","121.0019710"
"經濟部","臺中市","台灣自來水股份有限公司","自來水公司台中服務所","408臺中市南屯區大業路605號","洽公場所","24.1501600","120.6884410"
"經濟部","臺東縣","台灣自來水股份有限公司","自來水公司台東營運所","950臺東縣臺東市臨海路一段48號","洽公場所","22.7495530","121.1558200"
"經濟部","臺南市","台灣自來水股份有限公司","自來水公司台南服務所","704臺南市北區開元路67號","洽公場所","23.0061770","120.2167370"
"經濟部","花蓮縣","台灣自來水股份有限公司","自來水公司玉里營運所","981花蓮縣玉里鎮中華路361號","洽公場所","23.3423940","121.3164360"
"經濟部","花蓮縣","台灣自來水股份有限公司","自來水公司吉安壽豐服務所","973花蓮縣吉安鄉稻香村16鄰稻香路8號","洽公場所","23.9620640","121.5720240"
"經濟部","臺東縣","台灣自來水股份有限公司","自來水公司成功營運所","961臺東縣成功鎮開封街12號","洽公場所","23.1031020","121.3762660"
"經濟部","臺東縣","台灣自來水股份有限公司","自來水公司池上營運所","958臺東縣池上鄉中新街5號","洽公場所","23.1233220","121.2171500"
"經濟部","宜蘭縣","台灣自來水股份有限公司","自來水公司宜蘭北區服務所","260宜蘭縣宜蘭市復興路一段5號","洽公場所","24.7491240","121.7528180"
"經濟部","宜蘭縣","台灣自來水股份有限公司","自來水公司宜蘭南區服務所","269宜蘭縣冬山鄉廣興路63號","洽公場所","24.6407890","121.7582780"
"經濟部","高雄市","台灣自來水股份有限公司","自來水公司岡山服務所","820高雄市岡山區岡山路450號","洽公場所","22.7981370","120.2956580"
"經濟部","臺中市","台灣自來水股份有限公司","自來水公司東勢營運所","423臺中市東勢區中寧里正一街8號","洽公場所","24.2569820","120.8258580"
"經濟部","新北市","台灣自來水股份有限公司","自來水公司板橋服務所","220新北市板橋區三民路二段253號","洽公場所","25.0118680","121.4790070"
"經濟部","花蓮縣","台灣自來水股份有限公司","自來水公司花蓮服務所","970花蓮縣花蓮市松園街36號","洽公場所","23.9837470","121.6146570"
"經濟部","南投縣","台灣自來水股份有限公司","自來水公司南投營運所","540南投縣南投市彰南路一段550號","洽公場所","23.8947500","120.6881960"
"經濟部","屏東縣","台灣自來水股份有限公司","自來水公司屏東服務所","900屏東縣屏東市林森路6號","洽公場所","22.6696820","120.5040630"
"經濟部","南投縣","台灣自來水股份有限公司","自來水公司埔里營運所","545南投縣埔里鎮大城路9號","洽公場所","23.9692030","120.9586500"
"經濟部","桃園市","台灣自來水股份有限公司","自來水公司桃園服務所","330桃園市桃園區中山路291號","洽公場所","24.9919830","121.3045440"
"經濟部","高雄市","台灣自來水股份有限公司","自來水公司高雄服務所","806高雄市前鎮區復興三路131號","洽公場所","22.6082800","120.3082800"
"經濟部","基隆市","台灣自來水股份有限公司","自來水公司基隆服務所","202基隆市中正區中正路106號","洽公場所","25.1326420","121.7452040"
"經濟部","新竹市","台灣自來水股份有限公司","自來水公司新竹服務所","300新竹市東區博愛街1號","洽公場所","24.7971510","120.9877370"
"經濟部","新北市","台灣自來水股份有限公司","自來水公司新莊服務所","242新北市新莊區思源路32號","洽公場所","25.0409890","121.4603260"
"經濟部","桃園市","台灣自來水股份有限公司","自來水公司楊梅服務所","326桃園市楊梅區楊新路18巷2號","洽公場所","24.9135300","121.1476930"
"經濟部","高雄市","台灣自來水股份有限公司","自來水公司楠梓服務所","815高雄市大社區自強街5號","洽公場所","22.7305080","120.3468710"
"經濟部","高雄市","台灣自來水股份有限公司","自來水公司路竹服務所","829高雄市湖內區中山路一段148號","洽公場所","22.8799990","120.2508810"
"經濟部","嘉義市","台灣自來水股份有限公司","自來水公司嘉義服務所","600嘉義市東區民權路293號","洽公場所","23.4829890","120.4552760"
"經濟部","彰化縣","台灣自來水股份有限公司","自來水公司彰化服務所","500彰化縣彰化市桃源里公園路二段1號","洽公場所","24.0745580","120.5566960"
"經濟部","高雄市","台灣自來水股份有限公司","自來水公司鳳山服務所","830高雄市鳳山區光復路11號","洽公場所","22.6286390","120.3620640"
"經濟部","花蓮縣","台灣自來水股份有限公司","自來水公司鳳林營運所","975花蓮縣鳳林鎮中華路25號","洽公場所","23.7456910","121.4501140"
"經濟部","臺中市","台灣自來水股份有限公司","自來水公司豐原服務所","420臺中市豐原區南陽路298巷15號","洽公場所","24.2460400","120.7264510"
"經濟部","嘉義縣","經濟部產業園區管理局","民雄(兼頭橋)產業園區服務中心","621嘉義縣民雄鄉福樂村中正路68號1樓","洽公場所","23.5202506","120.4581118"
"經濟部","臺南市","經濟部產業園區管理局","安平產業園區服務中心","702臺南市南區中華西路一段67號","洽公場所","22.9736591","120.1833420"
"經濟部","嘉義縣","經濟部產業園區管理局","朴子(兼義竹)產業園區服務中心-朴子","613嘉義縣朴子市朴子產業園區二街1號","洽公場所","23.4383440","120.2472720"
"經濟部","嘉義縣","經濟部產業園區管理局","朴子(兼義竹)產業園區服務中心-義竹","624嘉義縣義竹鄉義工一路4號1樓","洽公場所","23.3600250","120.2204700"
"經濟部","臺南市","經濟部產業園區管理局","官田產業園區服務中心","720臺南市官田區二鎮里村工業路2號","洽公場所","23.2077450","120.3224370"
"經濟部","高雄市","經濟部產業園區管理局","林園產業園區服務中心","832高雄市林園區溪州村石化二路10號1樓","洽公場所","22.4981300","120.4108630"
"經濟部","臺中市","台灣中油股份有限公司","中油公司台中市南屯區五權西路站","408臺中市南屯區五權西路二段562號","洽公場所","24.1413040","120.6417380"
"經濟部","臺中市","台灣中油股份有限公司","中油公司台中市霧峰區霧峰站","413臺中市霧峰區中正路784號","洽公場所","24.0619494","120.6983727"
"經濟部","臺中市","台灣中油股份有限公司","中油公司台中直銷中心","406臺中市北屯區文心路四段121號","洽公場所","24.1739083","120.6742029"
"經濟部","南投縣","台灣中油股份有限公司","中油公司南投直銷中心","540南投縣南投市仁和路13號","洽公場所","23.9227981","120.6712050"
"經濟部","南投縣","台灣中油股份有限公司","中油公司南投縣南投市南投三和站","540南投縣南投市三和里中興路549號","洽公場所","23.9066990","120.6906510"
"經濟部","南投縣","台灣中油股份有限公司","中油公司南投縣草屯新豐站","542南投縣草屯鎮新豐里中正路1615號","洽公場所","23.9846159","120.6865870"
"經濟部","彰化縣","台灣中油股份有限公司","中油公司彰化直銷中心","500彰化縣彰化市中山路三段27號","洽公場所","24.0846010","120.5538120"
"經濟部","彰化縣","台灣中油股份有限公司","中油公司彰化縣員林市員林站","510彰化縣員林市三多里中山路二段495號","洽公場所","23.9709349","120.5710680"
"經濟部","臺北市","台灣中油股份有限公司","中油公司台北直銷中心","100臺北市中正區莒光路2號2樓","洽公場所","25.0314332","121.5071469"
"經濟部","臺東縣","台灣中油股份有限公司","中油公司台東直銷中心","950臺東縣臺東市中興路二段23號","洽公場所","22.7688413","121.1234255"
"經濟部","臺東縣","台灣中油股份有限公司","中油公司台東縣大武鄉大武站","965臺東縣大武鄉尚武村尚武路8號","洽公場所","22.3417469","120.8949120"
"經濟部","宜蘭縣","台灣中油股份有限公司","中油公司宜蘭直銷中心","268宜蘭縣五結鄉中正路二段96號","洽公場所","24.6979970","121.7691940"
"經濟部","宜蘭縣","台灣中油股份有限公司","中油公司宜蘭縣五結鄉羅東站","268宜蘭縣五結鄉中正路二段94號","洽公場所","24.6975591","121.7692641"
"經濟部","宜蘭縣","台灣中油股份有限公司","中油公司宜蘭縣蘇澳鎮蘇澳站","270宜蘭縣蘇澳鎮中山路一段196號","洽公場所","24.5959930","121.8470330"
"經濟部","花蓮縣","台灣中油股份有限公司","中油公司花蓮直銷中心","970花蓮縣花蓮市東興路285號","洽公場所","24.0006361","121.6327295"
"經濟部","花蓮縣","台灣中油股份有限公司","中油公司花蓮縣玉里鎮玉里站","981花蓮縣玉里鎮大同路219號","洽公場所","23.3333740","121.3125301"
"經濟部","花蓮縣","台灣中油股份有限公司","中油公司花蓮縣吉安鄉南埔站","973花蓮縣吉安鄉仁和村中正路二段6號","洽公場所","23.9639559","121.5898690"
"經濟部","桃園市","台灣中油股份有限公司","中油公司中壢直銷中心","320桃園市中壢區環中東路二段659號","洽公場所","24.9442900","121.2300260"
"經濟部","苗栗縣","台灣中油股份有限公司","中油公司苗栗直銷中心","360苗栗縣苗栗市中正路442號","洽公場所","24.5599630","120.8217670"
"經濟部","苗栗縣","台灣中油股份有限公司","中油公司苗栗縣頭份市頭份站","351苗栗縣頭份市自強路2號","洽公場所","24.6905011","120.9125830"
"經濟部","桃園市","台灣中油股份有限公司","中油公司桃園直銷中心","330桃園市桃園區中山路522號","洽公場所","24.9919699","121.3000150"
"經濟部","桃園市","台灣中油股份有限公司","中油公司桃園縣中壢市中壢工業區站","320桃園市中壢區中華路二段230號","洽公場所","24.9653640","121.2384950"
"經濟部","桃園市","台灣中油股份有限公司","中油公司桃園縣桃園市武陵站","330桃園市桃園區中山路1020號","洽公場所","24.9882240","121.2851684"
"經濟部","桃園市","台灣中油股份有限公司","中油公司桃園縣龜山區林口工三站","333桃園市龜山區樂善村文化一路33號","洽公場所","25.0610960","121.3703600"
"經濟部","新竹市","台灣中油股份有限公司","中油公司新竹直銷中心","300新竹市東區大學路2號","洽公場所","24.7909180","121.0043780"
"經濟部","新竹縣","台灣中油股份有限公司","中油公司新竹縣竹北市府前站","302新竹縣竹北市縣政二路112號","洽公場所","24.8241455","121.0149648"
"經濟部","金門縣","台灣中油股份有限公司","中油公司金門行銷中心","891金門縣金湖鎮料羅里料羅160號","洽公場所","24.4376913","118.4279933"
"經濟部","屏東縣","台灣中油股份有限公司","中油公司屏東直銷中心","900屏東縣屏東市復興路261號","洽公場所","22.6609460","120.4878950"
"經濟部","屏東縣","台灣中油股份有限公司","中油公司屏東縣枋山鄉楓港站","941屏東縣枋山鄉楓港村舊庄路53號","洽公場所","22.1993870","120.6893490"
"經濟部","屏東縣","台灣中油股份有限公司","中油公司屏東縣南州鄉南州交流道站","926屏東縣南州鄉壽元村大同路107號","洽公場所","22.4915850","120.5389320"
"經濟部","屏東縣","台灣中油股份有限公司","中油公司屏東縣恆春鎮墾丁站","946屏東縣恆春鎮墾丁里墾丁路402號","洽公場所","21.9461140","120.7927760"
"經濟部","高雄市","台灣中油股份有限公司","中油公司高雄市新興區林森二路站","800高雄市新興區新田路82號","洽公場所","22.6230710","120.3057140"
"經濟部","高雄市","台灣中油股份有限公司","中油公司高雄市橋頭區橋頭站","825高雄市橋頭區橋頭里成功北路15號","洽公場所","22.7624900","120.3081680"
"經濟部","高雄市","台灣中油股份有限公司","中油公司高雄直銷中心","802高雄市苓雅區建國一路3號2樓","洽公場所","22.5939470","120.3039980"
"經濟部","高雄市","台灣中油股份有限公司","中油公司橋頭直銷中心","825高雄市橋頭區成功南路青埔溪邊1號","洽公場所","22.7539012","120.3089541"
"經濟部","基隆市","台灣中油股份有限公司","中油公司基隆直銷中心","200基隆市仁愛區成功一路107號1樓","洽公場所","25.1270982","121.7376282"
"經濟部","臺南市","台灣中油股份有限公司","中油公司台南市玉井區玉井站","714臺南市玉井區玉田里中山路91號","洽公場所","23.1222450","120.4660110"
"經濟部","臺南市","台灣中油股份有限公司","中油公司台南直銷中心","704臺南市北區成功路16號","洽公場所","22.9976620","120.2094968"
"經濟部","澎湖縣","台灣中油股份有限公司","中油公司馬公直銷中心","880澎湖縣馬公市民福路16號","洽公場所","23.5651340","119.5686590"
"經濟部","雲林縣","台灣中油股份有限公司","中油公司雲林直銷中心","640雲林縣斗六市文化路522號","洽公場所","23.7125601","120.5571720"
"經濟部","雲林縣","台灣中油股份有限公司","中油公司雲林縣斗六市雅虎站","640雲林縣斗六市虎溪里西平路776號","洽公場所","23.7242130","120.5248400"
"經濟部","雲林縣","台灣中油股份有限公司","中油公司雲林縣斗南鎮斗南站","630雲林縣斗南鎮延平路二段165號","洽公場所","23.6802540","120.4811170"
"經濟部","嘉義市","台灣中油股份有限公司","中油公司嘉義直銷中心","600嘉義市東區興業東路12號","洽公場所","23.4692520","120.4546410"
"經濟部","嘉義縣","台灣中油股份有限公司","中油公司嘉義縣梅山鄉梅山二站","603嘉義縣梅山鄉過山村7鄰開元后46號","洽公場所","23.5911268","120.5369953"
"經濟部","澎湖縣","台灣中油股份有限公司","中油公司澎湖縣馬公市馬公站","880澎湖縣馬公市民福路18號","洽公場所","23.5652860","119.5684350"
"經濟部","高雄市","經濟部產業園區管理局","高雄臨海產業園區服務中心","812高雄市小港區大業北路37號1樓","洽公場所","22.5665900","120.3450630"
"經濟部","高雄市","經濟部國際貿易署","經濟部國際貿易署高雄辦事處廠商服務區","801高雄市前金區中正四路103號2樓","洽公場所","22.6298030","120.2981970"
"經濟部","臺北市","經濟部國際貿易署","經濟部國際貿易署2樓廠商服務區","100臺北市中正區湖口街1號","洽公場所","25.0331087","121.5145797"
"經濟部","雲林縣","經濟部產業園區管理局","麥寮專用港管理小組","638雲林縣麥寮鄉臺塑工業園區1號港務大樓4樓","洽公場所","23.7500000","120.2500000"
"經濟部","雲林縣","經濟部產業園區管理局","雲林產業園區服務中心","640雲林縣斗六市虎溪里科工六路6號","洽公場所","23.7226933","120.5042046"
"經濟部","新北市","經濟部產業園區管理局","新北產業園區服務中心","242新北市新莊區五工路95號1樓","洽公場所","25.0637170","121.4572210"
"經濟部","臺南市","經濟部產業園區管理局","新營產業園區服務中心","730臺南市新營區新工路28號","洽公場所","23.3033430","120.2813790"
"經濟部","高雄市","台灣中油股份有限公司","中油公司大林廠行政大樓總機櫃檯","812高雄市小港區沿海四路50號","洽公場所","22.5294220","120.3473530"
"經濟部","臺北市","經濟部中小及新創企業署","經濟部中小及新創企業署馬上解決問題中心服務櫃台區","106臺北市大安區羅斯福路二段95號3樓","洽公場所","25.0250260","121.5243440"
"經濟部","新北市","經濟部地質調查及礦業管理中心","經濟部地質調查及礦業管理中心新北辦公室地質研究館1F大禮堂及開標室","235新北市中和區華新街109巷2號","洽公場所","24.9826000","121.5085580"
"經濟部","新北市","經濟部地質調查及礦業管理中心","經濟部地質調查及礦業管理中心新北辦公室地質研究館1F會客室","235新北市中和區華新街109巷2號","洽公場所","24.9826000","121.5085580"
