GSM,452,4,20393,50377,0,106.6843,10.7923,500,26,1,1364834953,1744808342,0
GSM,452,1,32203,20421,0,107.9084,16.2827,2309,48,1,1353500973,1764942187,0
GSM,452,1,32203,47292,0,107.8976,16.3328,6525,4,1,1353481175,1764942185,0
GSM,452,4,31113,25954,0,107.9394,16.2739,3646,6,1,1406406833,1764942187,0
GSM,452,4,31113,24722,0,107.8863,16.2685,10120,14,1,1406407563,1764942185,0
GSM,452,4,31283,12241,0,109.2429,12.217,1000,6,1,1407795033,1786013343,0
GSM,452,4,31283,12058,0,109.2415,12.2179,500,49,1,1407798333,1786013345,0
GSM,452,4,20392,15071,0,106.6718,10.7997,500,50,1,1418212106,1744808342,0
GSM,452,4,20392,11466,0,106.6729,10.7994,607,48,1,1418212116,1744808342,0
GSM,452,4,20507,44475,0,106.7052,10.7531,1000,16,1,1418293777,1759488362,0
GSM,452,4,20170,8751,0,106.6807,10.7755,1000,20,1,1418340900,1757155205,0
GSM,452,4,20392,44341,0,106.6767,10.795,1000,18,1,1418341900,1744808342,0
GSM,452,4,20522,16847,0,106.6862,10.7557,652,30,1,1418348545,1759830422,0
GSM,452,4,20168,8865,0,106.6796,10.7666,1000,14,1,1418350995,1757155206,0
GSM,452,4,20392,13921,0,106.6756,10.7956,642,46,1,1418352117,1744808342,0
GSM,452,4,20166,42621,0,106.6826,10.7587,876,44,1,1418360227,1757155207,0
GSM,452,4,20170,50009,0,106.6845,10.7693,1000,18,1,1418395793,1758726785,0
GSM,452,4,20170,40092,0,106.6818,10.7677,1000,19,1,1418395823,1757155206,0
GSM,452,4,20170,50007,0,106.6839,10.7679,702,26,1,1418433923,1758726785,0
GSM,452,4,20170,42553,0,106.684,10.7721,1000,22,1,1418433976,1757155205,0
GSM,452,4,20170,42582,0,106.6844,10.7715,1870,14,1,1418434006,1757513704,0
GSM,452,4,20507,13139,0,106.6998,10.7595,500,50,1,1418452130,1744431901,0
GSM,452,4,20507,48843,0,106.7014,10.7493,961,42,1,1418452203,1757026562,0
GSM,452,4,20170,8752,0,106.6788,10.7747,738,50,1,1418453654,1757155205,0
GSM,452,4,20393,14488,0,106.6867,10.795,670,50,1,1418479344,1744808342,0
GSM,452,4,20521,6954,0,106.6918,10.7831,1000,16,1,1418522235,1744808341,0
GSM,452,4,20392,15072,0,106.672,10.7985,1000,15,1,1418686985,1744808342,0
GSM,452,4,20521,41812,0,106.6936,10.7656,1000,15,1,1418688046,1744285202,0
GSM,452,4,20170,40091,0,106.6825,10.7701,584,35,1,1418725645,1757513703,0
GSM,452,4,20170,42581,0,106.6838,10.7734,1000,17,1,1418726027,1757513703,0
GSM,452,4,20170,40093,0,106.6815,10.7696,500,42,1,1418896872,1757155206,0
GSM,452,4,20506,6351,0,106.707,10.7705,1000,22,1,1418911672,1744645142,0
GSM,452,4,20506,12968,0,106.7038,10.7735,1000,19,1,1418911885,1744645142,0
GSM,452,4,20170,41802,0,106.6877,10.7647,500,44,1,1418912665,1757347504,0
GSM,452,4,20506,8691,0,106.6965,10.7645,728,40,1,1418946586,1744285202,0
GSM,452,4,20392,44991,0,106.6739,10.7967,500,40,1,1418956489,1744808342,0
GSM,452,4,20521,44664,0,106.6975,10.7775,649,26,1,1419000108,1744645502,0
GSM,452,4,20392,6164,0,106.6719,10.7973,500,26,1,1419036622,1744808342,0
GSM,452,4,20521,11456,0,106.689,10.7823,1000,22,1,1419086036,1744808341,0
GSM,452,4,20393,8896,0,106.6758,10.7966,1000,20,1,1419123629,1744808342,0
GSM,452,4,20392,6006,0,106.6781,10.793,500,30,1,1419136482,1744808342,0
GSM,452,4,20392,6004,0,106.6798,10.7924,500,39,1,1419136507,1744808342,0
GSM,452,4,20506,13288,0,106.6988,10.7727,500,39,1,1419160253,1744645502,0
GSM,452,4,20170,42551,0,106.6846,10.7739,1000,23,1,1419165519,1757513704,0
GSM,452,4,20506,10874,0,106.6948,10.7622,1000,20,1,1419897116,1744285202,0
GSM,452,4,20170,42583,0,106.6834,10.773,500,29,1,1419926269,1757513704,0
GSM,452,4,20506,48523,0,106.703,10.7628,500,29,1,1420077993,1744382221,0
GSM,452,4,20506,7084,0,106.7007,10.7751,1000,8,1,1420118553,1744645502,0
GSM,452,4,20521,43264,0,106.6914,10.7774,550,50,1,1420272661,1744808341,0
